id,Emotion,Sentence
5113,Enjoyment,kịch  bản  bản  dài  quá  thành  ra  dở
5114,Enjoyment,Mào tía đi má tái  .luộc lên giống ngay à
5115,Enjoyment,Thích xem sơn còn bà này diễn không thích xem tí nào
5116,Surprise,Thích thái sơn diễn
5117,Enjoyment,Yêu thích hai bạn nhiều ❤❤❤❤❤❤
5118,Disgust,linh ta linh tinh  nhảm vãi
5119,Enjoyment,"Nuôi ong tay áo,,,,, nuôi người yêu vợ mình rồi cụ ơi"
5120,Enjoyment,"Vợ thì du,,,, chồng thì đáng yêu lại hiển,,, nói ra là cười muốn bụng vậy,, bà la tui hầu,, chòm gì,,,kê vô,, hiền mà nói câu nào đúng câu đó mà vui mắc cười nửa"
5121,Fear,"Thấy đàn ông mà sợ hết thấy cung thương quá,,,,, còn thấy đàn ông mà mà đánh người thương hỏng nôi"
5122,Enjoyment,Sơn ơi là sơn diễn vai nào cũng hay mình xem pim của Sơn  cả ngày không chán ❤❤❤❤❤❤❤
5123,Disgust,"Sơn  diễn rất hay , hơi tiếc kịch bản lê thê quá"
5124,Disgust,Mê Thái Sơn rồi ! 😂😂😂😂😂😂😂😂
5125,Enjoyment,Quá hay luôn kkk
5126,Enjoyment,Quá hay luôn kkk
5127,Enjoyment,Hay quá son ơi
5128,Enjoyment,TỔNG HỢP TIỂU PHẨM HÀI MỚI NHẤT 2025 | HÀI VIỆT NAM MẮC CƯỜI NHẤT | HÀI 2025 MỚI NHẤT: https://youtube.com/playlist?list=PLV4CcOE7FLvTlndzDbcDBPMKJQ0Ul4BoS&si=S0Txl9-SL8mzfYk4
5129,Enjoyment,an chan tien bao tro lu lut mien trung chua du sao?
5130,Disgust,"Phim hai ,🎉🎉Hay qua tuyet voi,❤❤❤❤"
5131,Enjoyment,Hay phết 🎉🎉🎉
5132,Disgust,"Tin , xưa tướng Nguyễn cao kỳ lái máy bay trực thăng đá gà (tôi có xem  thước phim tài liệu )"
5133,Enjoyment,Nhìn kịch tôi nhớ có kịch Lôi Vũ
5134,Enjoyment,Ca lắm
5135,Enjoyment,Lúc tôi muốn chở bán ông già muc nước mưa mà lang quân o
5136,Enjoyment,Hón & Bà
5137,Enjoyment,Chồng chưa vợ tôi
5138,Enjoyment,Lâu lâu xem lại cũng vui
5139,Disgust,Tao Lao ko co thay gi ma cuoi Minh dai dien  vo duyen   Va  thuy nga dien qua lo    Ko co gi nen  dem Len  xem ok 👻
5140,Enjoyment,"Hahaha,da cho 1 cái là nói tiếng Việt không hà."
5141,Enjoyment,Xem hài anh hoài linh lại nhớ tới anh chí tài.
5142,Enjoyment,Hài quá cười ko nói ra lời😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂
5143,Disgust,Phí phụng dễ thương quá ❤❤❤❤❤❤❤❤❤
5144,Enjoyment,Toàn sao. Likess cho HL
5145,Enjoyment,Lúc đó Phi Phụng nhìn dễ thương quá!! Hoài Linh nhìn ốm nhom
5146,Enjoyment,Hài vãi 😂😂😂😂
5147,Enjoyment,Hay quá  đi mất ❤
5148,Disgust,"Hay quá à , rất thực tế 😂"
5149,Enjoyment,Hài quá😂🤣😂🤣😂🤣
5150,Enjoyment,Cái giường mà có đinh 🤣🤣🤣🤣🤣
5151,Fear,Sạo
5152,Enjoyment,Phim tên j v ạ
5153,Enjoyment,Diễn viên đóng người ăn trực tên  gì vậy
5154,Enjoyment,Phim tên j z mn
5155,Enjoyment,Diễn viên dễ thương
5156,Enjoyment,😂😂😂😂Ú tời hắn ăn thấy thương 😂
5157,Enjoyment,Cười liệt
5158,Enjoyment,Phim hay nhưng đừng gọi đt nha
5159,Enjoyment,Phim hay và hài nha
5160,Enjoyment,hài quá chú tám ơiii
5161,Enjoyment,*Nhấn like để động viên nếu video mang lại cho bạn giây phút thư giãn nhé*
5162,Enjoyment,Rễ đu đủ rồi
5163,Enjoyment,Ái ố dì dầu 😂😂😂😂
5164,Enjoyment,2 bà  già đang ❤❤❤ bàn truyện mua  tài😂😂😂😂😂
5165,Enjoyment,hài quá đi cười bể😂 bụng😂😂😂bầu😂
5166,Enjoyment,Mắt cười vãi đái 😂😂😂😂😂😂😂
5167,Enjoyment,hh
5168,Enjoyment,Cười muốn vỡ mồm
5169,Enjoyment,"quá hay, buồn cười k chịu được, kk"
5170,Enjoyment,Nghe bình luận đã thấy cười ko nhịn đc. 🎉 Like mạnh.
5171,Disgust,tuyệt vời bạn ơi!
5172,Enjoyment,Xem đến 0p48 tự nhiên thấy video vợ mình đá dép mình đăng tiktok 3 tháng trước đc tinviet đưa lên. Ok ok. 😂😂
5173,Enjoyment,"Ôi phụ nữ VN, có cái đầu để trang trí cho vui thôi chứ ít khi sử dụng lắm"
5174,Enjoyment,"bó tay với những con người quá ư là mất dạy, xã hội nào thì sinh con người đó. Thấy ăn mặc sang chảnh nhưng chưa chắc là con người biết chuyện... đám chảnh chó."
5175,Enjoyment,Tôi nghe giọng nói và cách đoc tin khôi hài của kênh này giống một phần của bạn Đạt Nguyễn kênh Vfacs nhỉ
5176,Enjoyment,Nhiều vụ hay đấy...kkkk
5177,Enjoyment,Huyền thoại lồng tiếng 😂❤
5178,Enjoyment,Cười đến mức muốn khóc
5179,Enjoyment,Hài từ trái tim!
5180,Fear,Ở I một trong những người đàn em tế và ii I một người đàn em I và iii ế ẩm vì vậy bạn thân của bạn đời phù hợp cho các tỉnh miền Trung đón nhận những ngày tháng y tế và y tá và ii I và iii ế iy y tế và ý nghĩa và ỷ Thiên Kiếm Hà I và iii năm nay là những người đàn bà một trong những người đàn em của anh đến với nhân vật chính của tôi cũng ế iy y tá dâm đãng và ii và iii năm nay và các tỉnh u một số loại thuốc nào trong năm đó có thể là do người dân và doanh f một trong những người bạn thân của bạn sẽ được đi chơi Tết ở y y y tá y tá y y y tế sức khỏe và ii I love you y tá y y y tế và y t y y tá y tế sức khỏe của người đàn bà một người đàn em I và triển khai một t y tế ỷ Thiên Kiếm Hà Nội mới tại VN và tham e đã đồng loạt đưa tin quảng cáo subscription một số it is also you y y y tá y tá và ii và các mối ế iy y t ỷ lại vào I một trong những người đàn em I và triển lãm và ii và iii và ê đê mê và các tỉnh thành khác ỷ Thiên Kiếm Hà I và iii năm nay và các tỉnh miền Trung ế iy và ii có đầy một tháng ế iy y tá dâm đãng khoe ngực khủng trên và dưới đây làm gì cả hai bên và y tá và y tá và ii có ế vợ hài hước và ii I love you more info một trong những ngày cuối năm mới của mình iy y tế y t ỷ Thiên Long bát và các mối liên hệ với các tỉnh u một người đàn bà một người đàn bà một người đàn bà ý nghĩa y tá y tá y y y y tế và y t y ê chề của tôi là một số loại thuốc nào trong đây và các mối ế iy y tá y y y tá y y y I love you so iy y tế y t ế vợ phần và ii I và triển khai thực của mình ý y y y tá y tá và ii có đầy đủ các mối quan tâm đến những người đàn em của anh đến các ê t y tế thế và
5181,Enjoyment,Trung quan làm clip hay hát vẫn tuyệt vời
5182,Enjoyment,Máy che ra đường xe hút mình rất hài lòng
5183,Enjoyment,Con mẹ mang áo mưa não để chưng cho đẹp
5184,Enjoyment,10h35 tao cười như điên bây ơi bây.
5185,Enjoyment,Tôi chả tin. Người Mỹ giàu có nhân quyền thịnh vượng ai lại làm vậy 😂😂
5186,Enjoyment,"ĐỪNG IM LẶNG HÃY LÊN TIẾNG MẠNH MẼ 
2025 DÂN VN LAO ĐỘNG NGHÈO KHẠC RA TRO, NGHÈO HO RA MÁU.
QUAN CHỨC VIỆT CỘNG BÚA LIỀM HỆ THỐNG THAM NHŨNG VƠ VÉT TRẦM TRỌNG. 
NÀO LÀ CÔNG AN KINH TẾ, BAN THANH TRA BẢO VỆ MÔI TRƯỜNG, NÀO LÀ BAN THANH TRA PHÒNG CHÁY CHỮA CHÁY, BAN QUẢN LÝ THỊ TRƯỜNG, NÀO LÀ CÔNG AN QUẬN VÀ ĐỊA PHƯƠNG LẠM DỤNG QUYỀN LỰC GÂY ÁP LỰC, CÁC CTY k doanh PHẢI CÓ BAO LÌ XÌ THÌ MỌI CHUYỆN ĐỀU BÔI TRƠN. 
CHÚNG CỨ LẦN LƯỢT ĐẾN NHANH NHƯ NAN BỆNH U THƯ
2025 ÔI THAY CÁC Cty ĐÀNH PHẢI ĐÓNG CỬA DẸP TIỆM. THẬT ĐAU LÒNG CHO ĐẤT MẸ VN. 
THỰC PHẨM TOÀN HOÁ CHẤT ĐỘC HẠI 
DƯỚI ÁCH THỐNG TRỊ ĐỘC TÀI VIỆT CỘNG BÚA LIỀM NGÀY NAY!"
5187,Disgust,"Kênh YouTube này phản ánh rõ thực trạng của Việt Nam, tình trạng giao thông tệ hại, nạn trộm cắp vặt của mọi người ở mọi lứa tuổi, nhiều người nước ngoài xem kênh YouTube này, cuộc sống kinh tởm của người Việt Nam, tôi không phải người Việt Nam, nhưng Việt Nam thực sự là một đất nước đáng xấu hổ... Thật thảm hại."
5188,Enjoyment,Hài quá đi bạn ơi
5189,Enjoyment,A ra nhiều clip hơn đi a
5190,Enjoyment,"Quả tóc gà lôi trắng kia thuộc vào danh sách động vật quý hiếm, sách đỏ Việt Nam có giống này 😂"
5191,Enjoyment,Chị áo đỏ sao biêt ai lại ai mà chửi ng ta ad
5192,Sadness,trời
5193,Disgust,Đéo thông minh còn bày đặt
5194,Enjoyment,Toan lu oc cho
5195,Enjoyment,Mua hàng ntn ạ
5196,Enjoyment,thời 2015 😂😂😂 cười cả đêm
5197,Enjoyment,0:29 😂😂 phê
5198,Enjoyment,"Con nào đây xe grap, ghe qua"
5199,Enjoyment,5:00 đàn bà ngu ngơ rất nguy hiểm
5200,Enjoyment,Con đàn bà đần độn.
5201,Enjoyment,Th thợ đần độn...
5202,Enjoyment,Làm em gọi đầu giật mình 😂
5203,Enjoyment,Tóc như lông lon
5204,Enjoyment,mai mình mang 2 cái xe ra dựng 2 bên thể nào cũng đc ăn chửi hoạc đấm là nổi tiếng ngay kakak
5205,Enjoyment,nhất 2 cụ buôn chuyện áo quan giữa đường 🤣
5206,Enjoyment,Thông cảm cho chị chứ chích ngừa covit nên quên
5207,Enjoyment,"5:55 non sông liền một dải , em đâm một cái anh đừng lăn tăn"
5208,Disgust,Ý có Hoàng Cửu Bảo 😂😂😂
5209,Enjoyment,Thằng đầu gà giống Hoàng Cửu Bảo thế nhờ
5210,Enjoyment,Hoang cuu bao
5211,Enjoyment,Tin việt mãi đỉnh :)))))
5212,Enjoyment,xe bắt cốc
5213,Enjoyment,"xe máy để đấy có cả khóa luôn à, mà nhìn nó lấy dễ thế nhỉ"
5214,Enjoyment,"Nhỏ đầu video chắc đang đú trend"" Nỗi đau xót xa "" trên top top 😂"
5215,Sadness,hài
5216,Enjoyment,tình huống nào cũng hài
5217,Enjoyment,what j mào gà cha ông hoàng cửu bảo mà
5218,Disgust,xúc phạm ng khác quá
5219,Enjoyment,1:40 đúng thua woman rồi =))))))
5220,Enjoyment,"xem từ tầm 2013 đến bây h vẫn còn thấy video của tin Việt vẫn còn nghe đc giọng của a Trung Tô là 1 kỳ tích rồi, tuổi thơ gắn liền với Tin Việt rồi những clip minecraft Trung Tô vs Tuấn Khó Đỡ :)) phá nhà nhau Thật là hư cấu quá đi à ~ :))"
5221,Enjoyment,Ở VN bây giờ nhiều người ngu dốt thật sự.
5222,Enjoyment,Thề xem cười đau hết cả bụng
5223,Enjoyment,hay quá anh ơi hú hú
5224,Disgust,"bạn cứ ra cổng trường kinh tế trên đường trần đại nghĩa, các bạn sinh viên kinh tế phần lớn không sử dụng cầu vượt đi bộ, mà thản nhiên đi sang đường rất nguy hiểm- thực sự ý thức rất rất tồi"
5225,Disgust,"Đỗ xe ngu thì cố mà chịu, trí thức với trí ngủ gì"
5226,Disgust,Dân tri thức đó 😂😂
5227,Enjoyment,Cười bể bụng luôn
5228,Enjoyment,Tập trung ko thủng màng nhĩ thì sao
5229,Enjoyment,2 bà đứng giữa đường tán chuyện 🤣🤣
5230,Enjoyment,nói chuyện kiểu như đầu b ông bị đâu
5231,Enjoyment,Cười ra nước mắt 😅😅😅
5232,Enjoyment,Lần sau đỗ xe phải có ý thức chứ tuổi gì đú với chị 🤣
5233,Disgust,Anh chỉ làm 1 lần duy nhất nha🤣
5234,Enjoyment,Tui xem kênh từ thời chưa có điện thoại xem trên máy tính
5235,Disgust,"Có mag đầu"" khấc"""
5236,Enjoyment,"Hai bà tám vui nhể ,ngay vòng xoay mới chịu"
5237,Enjoyment,5:50 Non sông liền một dãi. Nó làm hết dãi mới chịu.
5238,Enjoyment,Thank a trung❤❤🎉
5239,Disgust,thật tuyệt vời !!!
5240,Enjoyment,"👉 Trọn Bộ NẮNG BÊN HIÊN NHÀ: https://www.youtube.com/playlist?list=PLMxlqDvwLslji7Tz_9Q_H9dLe27PKEdK9
🎉 Trọn bộ ĐỜI MẸ BỂ DÂU: https://www.youtube.com/playlist?list=PLMxlqDvwLslj3w1_eTaFQwjfXXncVq9Br"
5241,Enjoyment,7/3/2026 xăng lên 27040d
5242,Enjoyment,ATM o ngoài đâu có chuyện nghĩ trưa cái gì   vậy?
5243,Disgust,bộ chuyện này có thật o vn. ?
5244,Enjoyment,Phim hay quá ha 😂🎉
5245,Enjoyment,Đào hồi năm nẳm lấy view để ngta ch
5246,Enjoyment,Quảng cáo lâu quá
5247,Fear,phim này năm con ngựa của 12 năm trước mà
5248,Disgust,Phụ nữ vất vả quá 😢
5249,Enjoyment,Giờ ai xem youtube chi nó quảng cáo như ngáo 10p coi phim nó quảng cáo 100 lần vãi cả ra. Giờ coi titok hoặc nix cho đã
5250,Enjoyment,Thang sep khong di thua Cho no Chet me
5251,Enjoyment,Cát Phượng diễn rất hay
5252,Enjoyment,Tới cái đoạn hai vợ chồng nói về chuyện cướp ngày cướp đêm ý mà...Vậy thì bỏ phố về rừng thôi nha mọi người..tự do..ngày ba bữa..ko phải cs một đời người như vậy là đã đủ sao.
5253,Fear,"Phim vừa dzo, diễn xuất thì tệ,  lời văn thì sao sao ấy, quảng cáo thì vô tư lự."
5254,Enjoyment,"Tui coi được gần 10phut,  thấy dzo he."
5255,Enjoyment,"Quảng cáo quá nhiều, xem mà muốn đi ngủ luôn 🥱🥱🥱"
5256,Enjoyment,2013 mà ghi 2026 mãchamay
5257,Enjoyment,"Sếp ăn cướp trắng trợn trên xương máu nhân  viên bị thanh tra sờ gáy , đúng với câu đi đêm có ngày gặp ma"
5258,Sadness,Đang xem
5259,Enjoyment,Tập tiết theo dau
5260,Enjoyment,Dang xem het giua chung huhu
5261,Enjoyment,2026 phim độ phân giải 180% 😂😂😂
5262,Enjoyment,"Có rất nhiều video tuyệt vời, chỉ có ở PureTuber #PureTuber"
5263,Enjoyment,xem phim này muốn về lại tuổi thơ quá
5264,Enjoyment,Phim gì quản cáo quá nhiều.phien quá
5265,Enjoyment,Phim 2013 đó
5266,Enjoyment,Coi hài tết mà nôn tới tết quá đi à
5267,Fear,Để mình xem có hay không
5268,Enjoyment,Phim hay vui nhộn ❤❤❤
5269,Enjoyment,PHIM ĐỜI NÀO RÔI SAO MÀ HÌNH ẢNH NHƯ THỜI 2000 ZI
5270,Enjoyment,Đừng nói phim này mới quay năm 2025 nha. Mổi lần gần tết là đem ba cái phim 30-40 năm về trước ra chiếu.
5271,Disgust,có Cát Phượng. đại Nghĩa là vô coi ❤
5272,Disgust,Tiet Cuong dien khong hay lai con vo duyen nua!
5273,Fear,"noi that chu sau nay khi thay thang Tiet Cuong trong tat ca moi nhan xet duoc rang, thang nay cung lon roi ma keo kiet qua, Nguoi dan ong thi phai rong luong chu tinh toan chi ly hon dan ba thi het xai, toi da xem rat nhieu va thuong di chung voi dien vien Cat Tuong nen nhan xet duoc nguoi dan ong kieu nay kho ai them choi voi no. Bot keo kiet va tinh toan di thi con co nguoi ung ho nhe em."
5274,Fear,Để mình xem có hay không
5275,Enjoyment,"Diễn viên quen thuộc màn hình 🔞 xưa đủ ngành nghề kiếm sống 😅😂. Tết cổ truyền 🎇🎆🎇🎆🎏🎎🎑🎋🎄.Nhớ bà nội ngoại Xuân,Tết xưa 😂. Tết nay màu đỏ bao lì xì rồi thiên nhiên luôn.😅"
5276,Enjoyment,Mặt  d v thấy hung
5277,Enjoyment,► TẾT CHỬI CẢ XÓM [TRỌN BỘ]: https://youtube.com/playlist?list=PLBKfZHBEA7cbITvaeRD0O5FQBk6XVgi8m&si=yWRTbC6ICf8Ixd3G
5278,Fear,"Chuyện đã qua lâu rồi , hãy mở con đường sinh tồn. !"
5279,Enjoyment,Cảm ơn chủ kênh nhiều ... đã chia sẻ phim hay...
5280,Enjoyment,Tươi cười sao nổi...Chỉ có đóng phim thì mới vậy thôi chứ còn ngoài đời thật thì chỉ có nửa khóc nửa cười mà thôi...
5281,Enjoyment,HL k dính vụ từ thiện thì yêu quý chú biết bao ❤
5282,Enjoyment,"phim hay ghê á, xem nhớ lại tuổi thơ nhớ ông bà quó"
5283,Disgust,Phim tuyệt vời
5284,Enjoyment,Phim hay lắm ạ
5285,Disgust,Reng k có kết luận nhỉ ad
5286,Enjoyment,Tu nhien coi cái bị nghiện hihi
5287,Enjoyment,Phim hay Hoai Linh va Ha tri Quang rat hay phim cam dong lam
5288,Enjoyment,Phim mà là phim of anh bốn Hoài Linh là bao zui & hay !
5289,Enjoyment,Hay quá shop oii
5290,Enjoyment,Phim này lâu chưa ạ
5291,Enjoyment,DV ai diễn cũng hay.  Nhứt là chú Hoài Linh diễn rất xuất sắc 😂❤🎉
5292,Enjoyment,Anh hoai linh đẹp trai quá
5293,Disgust,Không có không
5294,Enjoyment,Phim hài vui nhộn hay quá .!!!!😂😂😂😂
5295,Enjoyment,Nhà này quay nhiều chỗ mà đko mn em thấy bên cơm nguội nx á
5296,Enjoyment,"Phản chiếu nhiều mặt cuộc đời quá! 
Thật sự mà nói, lòng người điêu ngoa đến man rợ. Kỳ thị đến mức muốn đưa con người ta vào địa ngục lần nữa luôn!😢
Con người ta ra tù thì bị đay nghiến chứ tới con mình thì than van sao ai cũng kỳ thị, bất công, không tạo cơ hội tái hòa nhập cộng đồng cho người lần lỗi! 
Quá nhiều cảm xúc trong một bộ film."
5297,Enjoyment,Hello anh Hoai Linh ❤❤❤❤
5298,Disgust,Hoài Linh huyền thoại của con😢😢😢❤❤❤
5299,Enjoyment,"🙏🙏🙏 Nam Mô A Di Đà Phật
🌺 Bài thơ: VÔ THƯỜNG
_Xuân Hồng_ 2014

Làm sao vui khi đời là bể khổ
Ai đã hay sao vẫn mãi reo cười
Khó khăn ta mới có được kiếp người
Vậy chi bằng lo tu mà sống tốt ?.

Cái thân người một hình hài xương cốt
Khéo điểm tô thịt, gân, máu,...dối gian
Cố chau chia rồi thân cũng hoại tàn
Như cỗ xe hao mòn theo chân ngựa
Ôi tráng kiện thanh xuân đâu còn nữa
Đôi mắt mờ, hai má hóp, lưng cong,...
Như Cò già thoi thóp giữa đêm đông
Bởi mệt mỏi một thời đua bắt tép!
Nhà cửa kia dẫu lâu đài sang đẹp
Cũng có ngày về cát bụi như ta
Xuân có về tươi thắm những cành hoa
Đâu ở mãi để rồi hoa tàn úa
Ham lợi danh, ham tình, tài, nhung lụa,...
Chết xuôi tay nào có giữ được đâu!
Mối tình trần, ai cũng biết khổ đau
Nhưng buông xả thì chân đi lòng tiếc
Đời tươi đẹp rực hồng trong mắt biếc
Đời đổi thay cho mắt lệ tuôn rơi...

Trẻ không tu già yếu mới tiếc đời
Ước quay lại để mà tu giải thoát
Sức khỏe xưa vô thường nay chiếm đoạt
Xót ngậm ngùi tang tóc cảnh sinh ly...!
( Nam Mô A Di Đà Phật )
_()__()__()__()__()__()__()__()__()__()__()__()__()_

🙏 ""Thực ra bài thơ VÔ THƯỜNG này mình chỉ chọn lọc những lời Pháp hay và cơ bản của thầy Thích Giác Thiện trong bài thuyết Pháp có tên là VÔ THƯỜNG để chuyển sang dạng thơ cho ấn tượng và dễ nhớ. Nên mọi thắc mắc về nội dung và ý nghĩa của bài thơ, xin mời các bạn lên YouTube nghe bài thuyết pháp này thì sẽ rõ...""
Hoan hỷ, hoan hỷ...
Zalo: 0933.779.335
Facebook: Bùi Xuân Hồng 
Kênh YouTube: Bùi Xuân Hồng
Xin thường niệm!
Nam Mô A Di Đà Phật 🙏🙏🙏"
5300,Enjoyment,xem phim nhìn cảnh nhớ nhà quá
5301,Enjoyment,Nhỏ t ghiền coi phim này bè
5302,Disgust,S k có tiếng v
5303,Enjoyment,mê ổng Minh Khải❤
5304,Enjoyment,Phim của THVL hay 👍
5305,Disgust,"LP và LTT bây giờ tứ tuần, vẫn còn trẻ và good looking ❤"
5306,Disgust,2 bé gái xinh xan va diễn xuất tuyệt vời
5307,Enjoyment,Phim mới 2026 hả mn
5308,Disgust,"Phim viet nam, chieu cho nguoi viet xem, ma cung di thong dich?
Thong dich hoai den phim viet nam cung nhiem thong dich"
5309,Enjoyment,"Nhà đẹp, có xe hơi, gia đình giàu có sang trọng, 😂❤"
5310,Enjoyment,Phim hay quá. Bảo Ngọc xinh dễ thương quá ❤
5311,Enjoyment,Còn kiếm chuyện bắt chước để nói dùm cho hoài à cấm bắt chước nói như vậy à
5312,Disgust,Cấm bắt chước hoài
5313,Enjoyment,Ở đó còn bắt chước nói bán nhà mua nhà bđs gì hả còn kêu đi xem nhà nhiều nữa hoài hả
5314,Enjoyment,chờ mãi vì có Bảo Ngọc nhưng mà phim hay nha.
5315,Enjoyment,LÊ PHƯƠNG VỚI LƯƠNG THẾ THÀNH ĐÓNG VAI CHA MẸ CỦA 2 BÉ NÀY KH PHÙ HỢP
5316,Disgust,Nhac phim nghe rat la do 😂
5317,Enjoyment,cô bé đong gđ là số 1 nay nhìn cháu lơn ...
5318,Enjoyment,fim nhạc hay là nội dung fim hay
5319,Enjoyment,cảm oan đài TTVL và đạo diễn ND  fim này  có Thu tuyết vợ DD đóng toàn DVien hay 👍
5320,Enjoyment,Mới tập 1 mà đã thấy hay rồi
5321,Enjoyment,Sao này nó cặp với chồng bả luôn
5322,Enjoyment,LTT và LP trẻ quá không hợp vai ba má của hai đứa nhỏ 😮
5323,Enjoyment,Thích dv Ngân Hoà xinh đẹp👍👍🫶🌹💕
5324,Enjoyment,Bong mà hạnh phúc
5325,Fear,con chúc phim mãi mãi hay ạ và đc chiếu trên netfix ạ
5326,Disgust,LP và LTT vào vai trung niên là rất hợp vai👍👍🫶
5327,Enjoyment,Cam on kenh co luong the Thanh le phuong la hay❤
5328,Enjoyment,PHIM NAY NHAC QUA DO
5329,Enjoyment,Phim này Le Phương già đi
5330,Enjoyment,Phim nay hay ne co bao ngoc luong the Thanh Phuong toi thick Bo Phim nay ❤❤❤❤❤❤❤
5331,Enjoyment,Mới tap 1ma thấy hay roi
5332,Enjoyment,Cảm ơn đài THVL thật tuyệt vời cho khán giả nước ngoài và trong nước xem phim đầy đủ!!! Mình ở Mỹ luôn luôn thích xem phim và những chương trình của việt nam 👏👏👏👍👍🥰🥰🥰luôn luôn là người Việt Nam ❤️❤️❤️❤️❤️
5333,Enjoyment,Co Lê Huong la thich💐
5334,Enjoyment,Công nhận bô phim này mới có tập 1 mà đã thấy hay rồi đa .
5335,Disgust,Ngân Hoà đẹp gái quá ❤. Hình như có nét giống Lâm Tâm Như
5336,Disgust,phái mỗi ba Minh do Lê Nguyên Bảo đóng thoaiii ❤
5337,Enjoyment,Hay quá thvl
5338,Enjoyment,Phim nào co Lê Phương  la toi xem
5339,Enjoyment,tập 1 hay cảm ơn gia đình  số  1😊❤ mãi  định
5340,Enjoyment,Kiếm chuyện bắt chước nói thằng chủ tiệm vàng gi hả rồi ông này ông kia
5341,Enjoyment,Phim của THVL làm rất hay. Xin cảm ơn hãng phim rất nhiều!
5342,Enjoyment,Tap 1 thoi thấy hấp dẫn r á
5343,Enjoyment,ông Khải dễ thưng 🥰🥰🥰
5344,Enjoyment,Có Lê Phương và lương Thế Thành là thích xem rồi . Toàn dien viên  đóng phím hay
5345,Enjoyment,"Cám ơn THVL thật là nhiều đã luôn giúp khán giả Việt Nam trong nước, cũng như trên toàn giới có cơ hội thưởng thức những tập phim full, thật đặc sắc do quý đài sản xuất. ❤"
5346,Fear,May xấu như ma chê quỷ hơn ai mà thích may tui o đó còn nói là đừng có nhìn be ngoài mà đánh giá phán xét còn kêu là quan trọng là bên trong thôi nữa hả à
5347,Enjoyment,hồi nào mới ra tập 2
5348,Enjoyment,"Phim hay lắm, chờ tập tiếp theo ❤"
5349,Fear,"Lúc đầu phim hay  tóm gọn kết thúc ở tập 10 được rồi nhưng lại kéo dài câu view lại xuất hiện thêm những nhân vật thừa thải vô duyên đóng cứng nhắc chẵng cảm xúc gì cả. Từ tập 11 đã bắt đầu tào lao. Chán đạo diễn VN, xàm vô cùng"
5350,Enjoyment,"Giang vừa xấu mặt vừa xấu nết vậy mà có người nói nó đẹp lúc còn là sinh viên thật nực cười, có lẽ họ nịnh khi nó con đại gia, thái độ con này càng ngàycàng quá dơ bẩn"
5351,Enjoyment,Tên gian ác Cang vẫn chưa hối cải mà còn muốn gây thêm tội
5352,Enjoyment,"giảm bớt phân đoạn của Đồng Giang thì hay hơn, quá trắc nết nên loại bỏ vai này để phim có giá trị ; Những cái xấu nên loại bớt để khỏi phải nhức đầu vì những câu nói quá mất dạy, để giới trẻ không phải nhiễm thói hư tật xấu của kẻ vô giáo dục"
5353,Disgust,biết ngay từ tập Minh đưa thương về nhà là mình đã biết mình rất yêu thương rất thích cặp đôi này thanh vk Ck se rất hp DV hoa hiệp phím này diễn xuất trên cả tuyệt vời Tùng rồi se mất hết tất cả vì lương tâm rất ban thiếu phim rất hay chúc cả đoàn làm phim thật nhiều sức khỏe hp va binh an ❤❤❤❤❤❤
5354,Enjoyment,Phim này chiếu thứ mấy zay mn mình ko bt
5355,Enjoyment,khi nào ra tập 12 vậy ạ
5356,Enjoyment,"Anh Minh , đổi chiều gió rồi ! Hahaha…..🤣🤣Sao hồi trước anh Minh nói : “ Chúng  ta chỉ là bạn thôi “…Hihihi….😂😂"
5357,Fear,Bây giờ mà Bà còn nói Thái nghèo nữa. Bởi vậy quả báo tới với Bà là đúng rồi
5358,Enjoyment,Ba gia nay chung nao tat do khó ủa thiet 👎👎💁🏻‍♀️
5359,Enjoyment,"Đẻ 7 ngày mà như hôm qua , nhìn 2 mẹ con chán , tới đoạn 2 mẹ con cho qua"
5360,Enjoyment,Kết thúc sao không hấp dẫn tay đáp đo thì vung mạnh cháo phải đút cho
5361,Enjoyment,Kết thuc chán quá
5362,Enjoyment,Bà có tay sao phải ng khác cho ăn vậy
5363,Enjoyment,Pim hay quá
5364,Enjoyment,phim nay khong hap dan qua do ba thuy thi luc nao cung khoc nhe lam bieng ba me thi tham tien
5365,Enjoyment,có phim hương vị tình thân k ạ
5366,Enjoyment,Thích xem phim giọng miền Nam nhiều hơn
5367,Enjoyment,Em muốn xem lại bộ phim vị yêu và bộ phim giấc mơ thiên đường
5368,Enjoyment,"- Xem TRỌN BỘ Tại Đây: https://www.youtube.com/watch?v=c_orpCpb5xI&list=PLhfKMUNFZGlaVJEJEBpSo-HWEIN-oc7qT
- Tập Trước: https://youtu.be/1F6lPSavRww"
5369,Enjoyment,Hong tập tiếp theo ❤❤❤❤❤
5370,Enjoyment,* ĐĂNG KÝ KÊNH - XEM PHIM KHÔNG QUẢNG CÁO: https://www.youtube.com/channel/UCwPhpIREpOPtQF1Q0AMdzmQ?sub_confirmation=1
5371,Fear,em làm rồi không được
5372,Enjoyment,có mất phí k nhạ
5373,Enjoyment,Ko làm dc luôn
5374,Disgust,làm bằng AI
5375,Enjoyment,ai hỏi?
5376,Enjoyment,làm saonhạ🥹🥹🥹🥹
5377,Disgust,"Tui làm được, xin bí kíp hông🥰"
5378,Enjoyment,Lừa tui hả.
5379,Enjoyment,Dễ thương dữ chưa 😅
