id,Emotion,Sentence
5938,Thật kinh tởm,Em ơi có thể cho anh xin thông tin với được không?
5939,Hài quá,Trong khi tui vừa book cái vé khứ hồi đã 12tr 🤭
5940,Hài quá,Rẻ bằng 1 nửa t đi Thái 😢
5941,Hài quá,Cho e địa chỉ khách sạn ở bussan với
5942,Hài quá,Bay Vietjet hay hãng nào rẻ vậy bạn. Khứ hồi 4-6 củ!?
5943,Hài quá,Bà đặt dc ksan rộng thế
5944,Thật kinh tởm,mình xin thông tin khách sạn với
5945,Hài quá,Pải cọc hay gì ko bạn
5946,Hài quá,Em xin tên ksan với ạaa
5947,Thật kinh tởm,Bạn đi tự túc hà
5948,Hài quá,climate 5 ngày tui mới nạp tuần trước là 15k í
5949,Hài quá,Vãi rẻ thế… đi 1 tuần mình hết 50 củ…
5950,Hài quá,"Mình đi cũng chỉ tầm loanh quanh 10tr thôi là đi thoải mái rùiii ko tính tiền visa và mua sắm quà cáp. Ăn uống thoải mái luôn. Mình đã đi 2 lần, 1 lần mùa hè, 1 lần mùa hoa luônn"
5951,Thật kinh tởm,những quả giá có thể nói là không tưởng :)))
5952,Thật kinh tởm,Èo làm gì đó giá đó😂😂
5953,Hài quá,Ngất. 11tr là những gi bạn. Vé mb chưa kèo ak
5954,Hài quá,"có gì đó sai sai hotel gì rẻ dữ vậy,"
5955,Hài quá,B ơi mk xin tên ksan ở Seoul zớii
5956,Hài quá,Chị hay book ksan qua app nào vậy ạ
5957,Hài quá,Cái này đi Nhóm ha chứ đi 1 mình tự túc làm gì có
5958,Hài quá,Chị tự làm visa hả chị
5959,Hài quá,Khách sạn c đặt tên gì vậy ạ
5960,Hài quá,1 mình muốn đi có ai đi ghép cùng ko a😅
5961,Hài quá,đặt phòng ks qua app nào đấy bạn? vợ con mình qua thăm mà chưa biết đưa đi đâu chơi
5962,Hài quá,"Này chưa vmb 😂 chứ vd đi vô mấy tháng đẹp như lễ hội biển tháng 6 thì khứ hồi bay thẳng vna m chekc là 9 củ, tháng lá vàng sẽ đắt hone nữa"
5963,Hài quá,đi bus từ Seoul đến Busan thì b đi bn tiếng vậy
5964,Hài quá,Có nhận làm hdv cho bên mình ko b
5965,Hài quá,Làm visa có phức tạp k c ơi em tính cho cả nhà em đi 4 người nma kbt các thủ tục nnao
5966,Hài quá,Đi 6 ngày thì nên nạp tmoney theo dạng nào vậy ạa mng ơii
5967,Hài quá,Phòng bạn thuê dk rẻ á
5968,Hài quá,Bạn đặt ks ở đâu ạ
5969,Sợ quá,chúng quy vẫn phải tốn cả 100tr ms đi đc
5970,Thật kinh tởm,Cho m xin thông tin khách sạn với ạ
5971,Hài quá,Bạn cho mình xin tên khách sạn với nhen
5972,Hài quá,t xin tên ksan ở seoul và busan với ạ
5973,Hài quá,Cho e xin địa chỉ thuê hanbok vs ạ
5974,Hài quá,9 ngày 2ng hết 7 chục 🤣
5975,Hài quá,"Mình đi 1 tuần về tiêu hết 20 củ, mà ko phải đi chơi 🤣🤣"
5976,Hài quá,bạn còn nhớ tên tiềm Hanbok ko? Cho mình xin vs😄
5977,Hài quá,Dạ cho e xin plan của c và chỗ c ở đc k ạ
5978,Hài quá,Tui đi Tết DL vừa rồi hết 30 củ
5979,Hài quá,Ôi rẻ thế.
5980,Thật kinh tởm,Bạn làm visa qua dịch vụ hay tự làm ạ.
5981,Hài quá,Lịch trình c thế nào mà đi rẻ vây ạ?
5982,Thật kinh tởm,Visa bà xin ntn có thể chia sẻ ko ạ
5983,Hài quá,Cho mình xin tên với địa chỉ khách sạn ở Busan với ạ
5984,Sợ quá,íiiii nhiều người quan tâm series Hàn thía ☺️
5985,Sợ quá,Rẻ vậy
5986,Hài quá,2 ngày 1 đêm hết bn ạ
5987,Hài quá,Nghe ảo nhỉ
5988,Hài quá,C làm visa ở đâu ạaa
5989,Hài quá,Cho em xin tên khách sạn ở seoul
5990,Sợ quá,xinh quá
5991,Hài quá,Cho m xin in4 phòng ks với bạn ơi
5992,Hài quá,E Xin inf khách sạn ạ
5993,Hài quá,Tin theo mấy người review như này thì sang bển ăn dc bữa để chụp ảnh lấy hình post bài xong về phòng úp mì tôm
5994,Hài quá,"Chuẩn, quá rẻ, đi Nhật phát shock luôn, x2-3 với Hàn"
5995,Hài quá,"series Nhật thấy Cổ xinh vs cute lắm, ai ngờ sang series Hàn thì bùng nổ visual lun ☺️càng ngày càng xinh"
5996,Hài quá,@Hanunday 📸 @Nav cgx rẻ ha
5997,Hài quá,@Hannah Tran đi c kkk
5998,Hài quá,@PHUONG THAO @THARO TRAVEL
5999,Hài quá,@An Thuyên
6000,Hài quá,@Đat Bông xem đi m
6001,Hài quá,@Han Nguyen 😁😁😁
6002,Hài quá,@Hải Anh Thỏ
6003,Hài quá,@ᴴᴱᴸᴱᴺ 𝐇ươ𝐧𝐠⁹ˣ đi thôi
6004,Hài quá,@Phương Anh iem thít
6005,Thật kinh tởm,@khvyy học tập
6006,Hài quá,sò mà có ngậm cát về ngâm nước cắt ớt thả vào nó nhả cát ra
6007,Thật kinh tởm,lúc bà kia tao đã thấy
6008,Hài quá,Em gái Trượt cát trên cồn .nói tiếp thơ
6009,Hài quá,Mai làm mấy cái trượt cát này ra cho du khách trượt miễn phí 😍
6010,Thật kinh tởm,chơi xong cãi lộn cát không 😆
6011,Sợ quá,đợi đi bãi cát trắng vững tàu hay bà Rịa gì ko nhớ nhưng chơi này vô vị cát ko vô người rất khó chiệu còn phải đi bộ vòng lên hành mệt xác chơi lần sợ không có lần 2 🤣🤣
6012,Hài quá,. thoáng quá đi thôi
6013,Thật kinh tởm,Trượt thì hay nhưng khuyên mn cẩn thận điện thoại... không là mất ngay nha...
6014,Hài quá,cát chui vào khe núi😆
6015,Hài quá,sa mạc rồi cũng hết cát nếu còn cho chị em chơi trò này🤣
6016,Hài quá,cải lộn cát không 🤣
6017,Hài quá,trượt lên trượt xuống cái là cát không 😂😂
6018,Hài quá,Cái làng cống khang 😅😅
6019,Hài quá,"Cát trong giày, giày nào?"
6020,Sợ quá,"Tầm 10tr du lịch ở đâu được nhở, 2 người nha"
6021,Hài quá,sáng ra nghề chiều ra tòa
6022,Thật kinh tởm,vệ sinh hơi mất công
6023,Hài quá,Trả về với đại dương 3 năm vẫn không hết cát 😂😂😂
6024,Hài quá,cốt vào làn hết rồi
6025,Hài quá,Trượt cái này vui mà đi lên mỏi chân vs cát vào khó chịu á
6026,Hài quá,cát không kkk
6027,Hài quá,ai bảo cát trong giày 😂😂
6028,Hài quá,ủa ựm mà mà
6029,Hài quá,Tuyệt vời bạn ơi
6030,Hài quá,cá rô sẽ ngậm đầy cát luôn
6031,Sợ quá,"bao nhiêu năm rồi mà ko chế ra được miếng trượt coi sao cho đc, cái tấm đó mà lấy tIền của khách t cũng chịu"
6032,Hài quá,ê trượt xuống bụi cát nó hay bay vô mắt á😌💔
6033,Hài quá,đi ăn cát gần chết
6034,Sợ quá,ê
6035,Hài quá,@ND★p
6036,Hài quá,@Văn Quang roi cát k 🤣
6037,Hài quá,@Hy Nguyễn @Ngo Quoc Tri  🦖
6038,Buồn quá,màu trắng
6039,Hài quá,cái cồn cát không 😂😂
6040,Thật kinh tởm,mọi ngóc ngách 😬
6041,Hài quá,[Sticker] Bả đội mũ trắng t đã thấy
6042,Hài quá,Sống thoáng lên 😌
6043,Hài quá,cồn cát ko🤣
6044,Hài quá,Làn toàn cốt 😂
6045,Hài quá,Chơi dc hôm về mồm toàn sạn... Bực cả mình
6046,Hài quá,Đóng cát trong… chứ k phải trong giầy😅😅😅
6047,Hài quá,chơi xong. cái lòng cát khôn😂😂😂
6048,Hài quá,Về ngâm chanh xả nó ra hết lo gì 🤭
6049,Hài quá,chem chép đầy cát 🤪
6050,Hài quá,So dinh cát ae ăn dc không
6051,Hài quá,Về ngâm nước. Cắt 3 quả ớt ngâm nửa ngày hàu nó mới nhả hết cát
6052,Hài quá,Cải lộn cát không 😎
6053,Hài quá,1 họng cát😂
6054,Thật kinh tởm,😂😂😂Loan vào cát😁
6055,Hài quá,có cho mướn người thổi cát từ khe....kẽ nha.....lh trực tiếp..kkkkk
6056,Thật kinh tởm,Cốn lài cát không 😂
6057,Hài quá,chã có cát nào trong giầy cả … cái ….. cát không 😂
6058,Hài quá,Trượt xong 1 ổ cát ở trong🤣🤣🤣
6059,Thật kinh tởm,thằng nhân viên nhìn thấy chem chép hết
6060,Hài quá,trượt thì rất là vui các thì nó mềm đi trên đó rất là đã
6061,Hài quá,Nghèo như tui chưa đi đc điểm nào luôn 😅
6062,Hài quá,Tôi đi 1 điểm / Thủ Đô Hà Nội / cảm ơn chủ Kênh !
6063,Hài quá,hà nội có gi đâu mà du lich :))
6064,Hài quá,Thiên nhiên dạy ta biết trân trọng sự yên bình và giản đơn.
6065,Hài quá,"Em đang phân vân phan thiết, nha trang quá mn ơi. Đi đâu chi phí nhẹ hơn vậy ạ😂"
6066,Hài quá,đi phan thiết thì mình đi bằng gì ạ tại tớ đi 1 mình và lần đầu muốn đi
6067,Hài quá,Chưa được đi bãi đá Cổ Thạch
6068,Thật kinh tởm,"tôi chứng minh biển Phan Thiết rất đẹp ,nước trong xanh vì tôi là người Bình Thuận 😁😁"
6069,Hài quá,Phan thiết có khách sạn rẽ lắm
6070,Hài quá,Xe địa hình 800k/ng nha má 😆
6071,Hài quá,tour 2 ngày giá bao nhiêu vậy tui cần inbox gấp
6072,Hài quá,Cái thời tiết giờ nắng khủng khiếp ngại ra đường thật sự. Từ 11h tới 4h chiều cháy rát luôn
6073,Hài quá,"Quan tâm tour, vé máy bay, phòng khách sạn Phan Thiết nhắn DiDi nhé các tình yêu."
6074,Hài quá,Cho e hỏi là phan thiết đi tháng 9 có bão không ạ?
6075,Hài quá,Mũi né phan thiết có dc đi trượt cát k ạ
6076,Hài quá,Gửi mình tour 2n1 đem nhé mình đi từ Vũng tàu
6077,Hài quá,bạn ơi chỗ chơi bàu trắng mấy cái xe chạy lên cát là mình phải thuê hả
6078,Hài quá,Bàu trắng đó ik xe trên cát 15k 1 người à mn
6079,Hài quá,Shop ơi nếu đi ở củ chi thì sao ợ tour thế nào á chop
6080,Hài quá,Pass đồ đi biển mặc chụp 1 lần và chưa mặc cho bà nào cần nè
6081,Hài quá,Mình muốn di phan thiét từ hnoi bay vào thì bay sân bay nào nhỉ các b
6082,Hài quá,"Từ Hạ Long, Quảng Ninh đi thế nào nhỉ"
6083,Hài quá,"Dạ , xin đc tư vấn tour gđ, 4 ng lớn 2 nhỏ ạ"
6084,Thật kinh tởm,"cho em xin cảm nhận ạaa, tại emm sắp đi áa"
6085,Hài quá,Phan Thiết tháng 7 ổn hong mn. Em xem tt thấy mưa quá
6086,Hài quá,Giá tour từ HCM thì như nào vậy ạh? Mình dự 20/9 đi
6087,Sợ quá,mới đi lúc tháng 2 về mà giờ lại muốn đi nữa rồi😅
6088,Hài quá,Video đầu clip là chỗ nào vậy shop ơiii
6089,Hài quá,Này đi hết tour 2 người giá như thế nào ah
6090,Hài quá,"Muốn đi các điểm dốc bình mình, dốc hoàng hôn, eo gió thì nên chọn ở Mũi mé hay phan thiết ạ"
6091,Hài quá,dạ có tour từ HN khum ạ?
6092,Hài quá,M xin giá vé tour từ Hà Nội ạ
6093,Hài quá,m xin giá vé tour tuef hn ạ
6094,Hài quá,Xin vé đi tua 2 ngày 1 đêm 4 người ạ
6095,Hài quá,Xin vé tour từ hà nội ạ
6096,Hài quá,mún đi 2 ngày 1 đêm phí sao shop. e ở BD ạ
6097,Hài quá,Cho mình hỏi tết này mình muốn đi Phan Thiết nhưng mà từ Sài Gòn mình ra không biết nên ở chỗ nào cho nó tiện và dễ di chuyển đi chơi và ăn uống.
6098,Hài quá,Có tour từ sg ko
6099,Hài quá,xin tư vấn tour 373715151
6100,Hài quá,cho mình xin giá tour gđ 5 người ạ
6101,Hài quá,Có tour ngày mai luôn không ạ
6102,Hài quá,Gd mình sắp đi. Có ai biết hotel nào giá ổn k ạ.
6103,Hài quá,Mình xin giá tua
6104,Hài quá,Từ Hp đi ntn mn
6105,Hài quá,Ib xin giá tour 2ngươi 2n1d ạ
6106,Hài quá,Cho mình xin giá đi tour 1/ng ạ
6107,Sợ quá,"Tui muốn đi Phan Thiết, mà không biết ở khách sạn nào để có nhiều chỗ đi chơi . Mn biết chỉ em với ạ"
6108,Sợ quá,"Em ở sg thì di chuyển như nào vậy ạ , nên book khâch sạn ở trung tâm phan thiết hay là book ở gần bãi biển mũi né ạ? Ai biết chỉ giúp em ạ😳"
6109,Hài quá,E xin vé tour 2 người giữa tháng 1 từ SG với ạ
6110,Hài quá,E xin vé tour từ hà nội với em nhắn zl rồi shop check ib em nha
6111,Hài quá,ib mk bạn ơi
6112,Hài quá,Tết dương ở mũi né có tắm biển được ko ạ?
6113,Hài quá,Bạn có tour phan thiết cho ngày thứ 7 và chủ Nhật tuần này không ạ!?
6114,Hài quá,Mình tính tết này đi bằng xe máy vào thì nên ghé home nào gần các địaa điểm vui chơi ăn uống ạ
6115,Hài quá,"chỗ này vui lắm, vì tui ik r nen biết =))"
6116,Hài quá,Việt nam đẹp quá đi
6117,Hài quá,đúng la cánh đep quê hương mình hi..
6118,Hài quá,tour 1 ngày từ Hồ Chí Minh giá nhiu inbox gấp
6119,Thật kinh tởm,Đã ta
6120,Hài quá,đi vào tháng mấy đẹp nhất ạ
6121,Thật kinh tởm,Tour này giá sao mn
6122,Hài quá,Cho mình xin giá tour 4ng ak
6123,Hài quá,ib giúp mình tour Sài Gòn-Phan Thiết nha
6124,Hài quá,"Đi mấy biển Phan thiết, lagi, Vũng tàu, hồ tràm thấy gió rít rít da . Mà đi nha trang lại thấy mát dễ chịu gê"
6125,Hài quá,đi phan thiết nên ở resort hay ks ngay trung tâm phố biển ạ?
6126,Hài quá,Nhà mình qua home e trải nghiệm nhaaa
6127,Hài quá,Tou 5ngày 4 đêm cho 5 ng bao nhiêu ạ
6128,Sợ quá,"mình ở Nghệ An muốn trải nghiệm Pt, ai cho mik xin ít cảm nhận hoặc tư vấn đc ko ạ? mik cảm ơn🥰"
6129,Thật kinh tởm,ước gì có thể khám phá hết việt nam
6130,Hài quá,Đi phan thiết nhiều rồi mà vẫn chưa đi được hết các điểm
6131,Thật kinh tởm,khung cảnh thơ mộng và trải nhiệm tốt nhất chỉ có phan thiết thoi
6132,Thật kinh tởm,Chỉ có thể là phan thiết thoi
6133,Hài quá,Toàn địa điểm chill chill đẹp Ko à
6134,Hài quá,chi phí cho 4 người là bao nhiêu ạ
6135,Hài quá,Tour 2 người giá như nào ạ
6136,Hài quá,Tư vấn giúp mình ks OK đi ạ
6137,Hài quá,minh muốn đi tua 3n2đ b tư vấn mình với 6ng2trẻ
6138,Hài quá,Có tour gia đình ko ạ
6139,Hài quá,Phan Thiết - Mũi Né rất đẹp nhưng mà nóng quá nóng 😁😁😁
6140,Hài quá,bãi đá cổ thách nằm ở đâu ạ
6141,Hài quá,mình xin lịch trình tour 3n2d với ạ
6142,Hài quá,Đi 1 mình đc k ạ
6143,Thật kinh tởm,Xin tư vấn ạ
6144,Hài quá,ib mình full tour phan thiết - mũi né 2 người xuất phát SG khoảng 3 ngày
6145,Hài quá,Tháng 2 tức lad vào Tết mình muốn đi thì thời tiết như nào bạn
6146,Hài quá,Tháng 9 này đi. Bạn nào phan thiết chỉ chỗ ăn uống ngon hợp túi tiền với cf chill ạ🥰🥰
6147,Hài quá,Đã đi và rất ghiền ạ khuyên mấy b nữ nên thủ kem chống nắng nhiều nhé vì nắng muốn điên 😂
6148,Thật kinh tởm,xin vé tour nha trang phan thiết với
6149,Sợ quá,năm ngoái đi phan thiết cứ phải gọi là đãaaaaa
6150,Sợ quá,Cho e hỏi PT tháng 10 đi có ổn ko ạ 😅 cho e xin giá tour luônnn
6151,Hài quá,mình chuẩn bị đi biển phan thiết mà chưa biết đi điểm nào xin cdm nơi du lịch
6152,Hài quá,Đi từ HCM thì ntn ạ
6153,Hài quá,quá đẹp lunn mình mới vừa điii lun
6154,Hài quá,Tư vấn dùm mình đi ngày 18/4
6155,Hài quá,Hiccc đúng lúc tính 12-15 tháng này đi Phan Thiết thì thấy video này 😳
6156,Hài quá,xin giá tour HN -PT ạ
6157,Hài quá,Nhắn mình nhé
6158,Hài quá,Mình xin giá tour ạ
6159,Hài quá,Tour tnao ib mình
6160,Thật kinh tởm,Đúng vibe tôi cần 🥰
6161,Hài quá,"giờ Phan Thiết mưa k, tính cuối tuần này đi"
6162,Hài quá,từ sg xg phan thiết bn km bạn oi
6163,Hài quá,E xin giá tour 2người ạ
6164,Hài quá,Bác cho e hỏi e sao e tự đi làm thủ tục họ đòi phải có 50t trong tài khoản là sao vậy
6165,Hài quá,Visa mình tự chuẩn bị ha c
6166,Hài quá,Đi đông hưng cần gì em
6167,Hài quá,Có tuor 3 ngày 2 đêm vào lễ 30/4 không chị
6168,Thật kinh tởm,có tour xuất phát từ trung quốc k ak
6169,Hài quá,tour trùng khánh đi đường bộ ạ
6170,Hài quá,Có tuor nào trọn gói 5-7tr từ cửa khẩu lào cai k b
6171,Hài quá,"Đi Trung Quốc thì hay rồi, chỉ là chọn tour nào mà thôi"
6172,Hài quá,Có đón ở bninh k ? Hay là mình xuống cửa khẩu b đón
6173,Hài quá,Xin tt tour trùng khánh
6174,Hài quá,Cho em hỏi có cần chứng minh tài chính không ạ
6175,Hài quá,tv em tua nam ninh thái bình cổ trấn
6176,Hài quá,đã bao gồm tiền tip chuea ạ
6177,Hài quá,1 người giá bao nhiêu
6178,Hài quá,Xin lịch trình
6179,Hài quá,"Cho mình xin thông tin tour 2,3 với ạ"
6180,Hài quá,muốn đi quớ
6181,Hài quá,MH liên hệ kiểu gì?
6182,Thật kinh tởm,Tuor quản châu thâm quyến cho đoàn ib giá
6183,Hài quá,Mình xin giá trọn gói ạ
6184,Hài quá,Ib tv e tour nam nih tq ạ
6185,Sợ quá,rẻ vậy sao
6186,Hài quá,E xin tua hàng châu- thượng hải với ah
6187,Hài quá,"Quảng Châu, thẩm quyến đi phương tiện gì đấy cháu ơi"
6188,Hài quá,Ibox chị uiii
6189,Thật kinh tởm,Tư vấn e tour đi trùng khánh với ạ
6190,Hài quá,Limousine Hà Nội - Móng Cái : 0775831123 ạ ❤️❤️
6191,Hài quá,Có 2ngày 1đêm không
6192,Hài quá,E xin thông tin tour trùng khánh ạ
6193,Hài quá,3tr4 kia có phí gì k c
6194,Hài quá,Tư vấn cho em đoàn riêng khoảng 30 người đi Bắc Hải tháng 6 nhé shop
6195,Hài quá,Ib ạ
6196,Hài quá,mình đang ở Trung Quốc cũng muốn đi
6197,Hài quá,Cho em xin tourr ghép với ạ ko cần visa ấy ạ
6198,Thật kinh tởm,ko hộ chiếu có tour nào ko e ơi.🤔🤔🤔
6199,Hài quá,Xin lịch trình tour Trùng Khánh ạ
6200,Hài quá,tv e quảng châu
6201,Hài quá,Xin lịch trình tour Trùng Khánh b ei
6202,Thật kinh tởm,Hộ chiếu bên c làm đc ko ạ
6203,Hài quá,Đi theo đoàn hả chị
6204,Hài quá,"tư vấn mình tua Quảng châu, Thẩm Quyến"
6205,Hài quá,Em xin giá tuor
6206,Hài quá,Mình cần 1 chuyến đi Tô Châu
6207,Hài quá,Đang ở trung rồi có nhận k b
6208,Hài quá,Có tuor nào đi với em ko
6209,Hài quá,T3 còn tua nào ko ạ c
6210,Hài quá,Có tuor nào giá tầm 6-7tr k ạ
6211,Hài quá,Móng Cái-đong hung
6212,Thật kinh tởm,Bao gồm vé náy bay không ah
6213,Hài quá,Inbox các ctr nhé
6214,Thật kinh tởm,Làm giấy thông hành giá sao em
6215,Hài quá,"Tư vấn tour quảng châu, thâm quyến"
6216,Hài quá,cho mình hỏi đi qua cửa khẩu có tàu cao tốc đến nam kinh không ạ
6217,Hài quá,Thích quá n ơi
6218,Sợ quá,xinh thế
6219,Hài quá,chỉ muốn đi tur trùng khánh thôi🥰
6220,Hài quá,Em ơi chị muốn đặt tua đi TQ vào dịp tháng 3 này có tua nào ok ko em
6221,Hài quá,Ô mình bên cty quân anh được đi lần nào đâu nhỉ
6222,Thật kinh tởm,Ib em với ạ
6223,Sợ quá,thích thế
6224,Thật kinh tởm,cho e xin tư vấn với ạ
6225,Thật kinh tởm,tư vấn e ạ
6226,Hài quá,Giá trên bao gồm visa chưa
6227,Hài quá,đi tour quảng châu giá sao ạ
6228,Hài quá,Đi quảng châu giá sao ạ
6229,Hài quá,Có cần hc k ạ
6230,Thật kinh tởm,thêm phí gì ko e
6231,Hài quá,hôm nọ đi gặp ch này ở cửa khẩu này =))
6232,Ôi trời ơi,Qt
6233,Thật kinh tởm,rẻ quá 😳
6234,Hài quá,Chi oi dang ỡ Thailand có đi dk ko
6235,Hài quá,Vừa đi tour Đông Hưng bên bạn này về . Thích lun
6236,Hài quá,mình muốn đi nam ninh thì sao
6237,Hài quá,Cần tìm 1 chuyến Tout T.Khánh☺️
6238,Buồn quá,Hay luôn
6239,Ôi trời ơi,Tv trùng khánh
6240,Hài quá,Đc đó
6241,Hài quá,Quan tâm inbox
6242,Hài quá,hay thế🥰
6243,Hài quá,Móng cái có về chủ Hải dk không em
6244,Hài quá,Đi 5n có cần phải xin vissa k b hay chỉ cần sổ thông hành
6245,Hài quá,1 đoàn thường bao nhiêu người ạ
6246,Hài quá,Ib ạ
6247,Hài quá,Ad cho minh xin thông tin tour MC-QC-Thẩm Quyến 3 ngày 4 đêm với
6248,Hài quá,Ib mình với b
6249,Hài quá,Ib mình với
6250,Hài quá,CÁC TOUR PHẦN 1 ĐÂY CẢ NHÀ ƠI : https://vt.tiktok.com/ZSuS3vP4N/
6251,Hài quá,Trường t tổ chức 8/3 đi Đại Nam
6252,Hài quá,Cho em hỏi khu trượt tuyết đóng cửa rồi hay sao ạ? Bữa mùng 6 tết em đi thấy khu đó bỏ rồi 😭
6253,Hài quá,khu nông trại làng giá vé nhìu vậy bn🥰
6254,Hài quá,cho mình hỏi 1tr đủ đi chơi vào cổng đại nam hong ạ mình mún đi sở thú ở đại nam th á đi 2ng 1tr đủ hong ạ
6255,Hài quá,này ở tỉnh nào v ạ
6256,Hài quá,này chắc fải di chuyển địa điểm bằng xe zip chứ đi bộ chắc thở hơi lên 😂
6257,Thật kinh tởm,giảm giá dc hok cj e nghe một hồi e sốc nặng quá😁
6258,Hài quá,Cho e hỏi có vé combo kh ạ?
6259,Thật kinh tởm,Mô Phật thí chủ tui ko dám vô 🤣
6260,Hài quá,Em khoái nhất 18 tần địa ngục
6261,Hài quá,cho mik hỏi trò chơi tầm khoảng giá mhiu v ạ
6262,Hài quá,Vô ngắm hoa ưu đàm ❤️
6263,Hài quá,ng lớn là mua theo loại ng lớn ạ
6264,Sợ quá,á đù nhiều v trường tui 7/3 đi
6265,Ôi trời ơi,đây ạ
6266,Hài quá,Xe điện công viên chỗ t 10k chắc khu du lịch nó khác
6267,Hài quá,Em mới đi
6268,Hài quá,s t đi chan v trường tổ chức mà lúc đi thấy nó chán lắm 😅
6269,Hài quá,Trường t tổ chức 11/4 đi đại nam
6270,Hài quá,ựaaa k sợ
6271,Thật kinh tởm,cho hỏi giá vào sao ạ mua một vé là có thể chơi tất cả hay là sao ạ
6272,Hài quá,Cho hỏi có tốn tiền vé và cổng ko ạ
6273,Hài quá,trường t 21/3 đi nè
6274,Hài quá,từ con lên đại nam xa qá cô hằng ơi chứ nếu gần con cũng lên đại nam chơi
6275,Hài quá,Nếu đi khu khô thôi không đi khu nước thì tổng các trò bên khu khô là nhiêu ạ
6276,Hài quá,Trước chơi tàu lượn siêu tốc tưởng đâu hồn lìa khỏi xác :)))
6277,Sợ quá,chỗ khu du lịch mà lần đầu t thấy giá trò chơi rẻ quá..đỉnh quá cô t..
6278,Hài quá,Vô đây trò nào cx chơi chắc tốn cả 500k
6279,Thật kinh tởm,trước dc miễn phí t chs trò thám hiểm bầu trời chỉ bt niệm phật😇
6280,Hài quá,năm ngoái đi trải nghiệm ở đây
6281,Hài quá,đại nam free vé cổng đến khi nào ạ.
6282,Hài quá,Nắng bỏ moẹ ra 😌 có thể là đi xong về say nắng
6283,Hài quá,trường tui tổ chức 13/3 tại Đại Nam 🤩
6284,Sợ quá,"Làm suối tiên đi ạ, làm ơn, nếu làm rồi tag tui với 😂"
6285,Hài quá,"tròn 3 năm ch đặt chân tới đây r,nhớ đợt đó đi hết luon ,nhớ mỗi biển nt"
6286,Hài quá,ủa t nhớ hồi đó 18 tầng địa ngục cs 30k mà🗿
6287,Hài quá,Thuê xe điện giá bao nhiu bạn
6288,Hài quá,Lưu lại mốt kêu anh Bồ chở đi
6289,Hài quá,T sợ cái vòng xoay vũ trụ tới giờ
6290,Hài quá,Trường em có tổ chức đi ngày 24 tháng 03 đi Đại Nam nè chị☺️🤣🤣 có 410 Hà
6291,Hài quá,chú dũng mãi đỉnh .cô hằng mãi đỉnh
6292,Sợ quá,ôi 15/3 ms đc đi vì đag bận thiiii
6293,Hài quá,"Ê đẹp lắm bây ơi, đi thì nhớ đi sở thú nha mấy em trog đó dễ thw lắm"
6294,Hài quá,"Bữa 30/04/2025 vô 18 tầng lần đầu, mấy a nv hù muốn tụt huyết áp 🥲"
6295,Thật kinh tởm,"ê, có ai giống mik ko thấy Sơn Tiên vui hơn Đại Nam"
6296,Thật kinh tởm,Cảm ơn emmm ❤️❤️❤️❤️❤️❤️
6297,Hài quá,có vé chơi full luôn ko ạ và giá nhiu
6298,Hài quá,"tàu lượn chạy chắc được 3p là ngừng, chưa đủ wow😭"
6299,Hài quá,thảm trượt cầu vồng 70.000 không giới hạn hả
6300,Hài quá,trg t đầu thg 4 tổ chức đi đại nam
6301,Hài quá,12 cổng ngục bnhieu tiền ạa 22/3 tr đi
6302,Hài quá,cho em hỏi ngày 10/3 đi có tốn tiền vé khong ạ
6303,Sợ quá,mà tốn tiền
6304,Hài quá,😄😄tui đi từ ngoài cổng vào leo đúng cái tháp xong về luôn
6305,Hài quá,ủa alo alo trường em tổ chức đi đại nam
6306,Hài quá,trường t tổ chức đi Đại Nam 14/3
6307,Thật kinh tởm,có bảng giá không cho mình xin với ạ
6308,Hài quá,em đi hồi mùng 1 tết á em thấy nó cx đông người lắm á chị
6309,Hài quá,ê vui nha
6310,Hài quá,trẻ em là có tính chiều cao hay là tuổi vậy ạ
6311,Thật kinh tởm,trường t đi cái này nhm phải tự túc 😭😭
6312,Hài quá,Mở cửa các ngày trong tuần luôn ak
6313,Hài quá,ê bây di thử di vui cực☺️
6314,Sợ quá,đã đi 4nam rồi 😁không biết nào đi nữa
6315,Hài quá,trường tui cuối tháng 3
6316,Hài quá,t ik rồi
6317,Hài quá,28/3 trường tui cũng đi nè
6318,Hài quá,Bây ơi trườ t cho ik chs cuối năm ở đây
6319,Hài quá,giờ có lên giá kh ạ
6320,Thật kinh tởm,trường t 21/3 đi
6321,Hài quá,Sáng kdl mấy giờ mở cửa ak
6322,Hài quá,chơi trò chơi giá sao v mấy b ơi
6323,Hài quá,t ở BD đi ngán luôn rồi nè =))
6324,Thật kinh tởm,đi r trường tổ chức
6325,Thật kinh tởm,còn combo 6/11 trò 200k ko mn
6326,Thật kinh tởm,28/3 trường t đi
6327,Hài quá,yeahh 27/3 trường cho đi bảo tàng r đại nam lun
6328,Hài quá,Không ai đi suối tiên hả
6329,Hài quá,OK thêm 1 địa điểm
6330,Hài quá,nó hay thiệt mà giá chát quá
6331,Thật kinh tởm,trường t 8/3 chủ nhật đi
6332,Hài quá,tuần s đi ne
6333,Hài quá,Chơi hết là nhiêu tiền ạ
6334,Hài quá,hôm trc đi 345k
6335,Hài quá,vé còn free k ạ
6336,Hài quá,sao bài nhạc nào cũng có tôi vậy ❤️❤️❤️
6337,Buồn quá,rẻ vậy
